Sõna,Abstraktsus,Sagedus keeles,Sagedusgrupp keeles,Sagedusgrupp õpikuis,Sagedus õpikuis,Sagedus 123,Sagedus 4,Sagedus 5,Sagedus 6,Sagedus 7,Sagedus 8,Sagedus 9
kreem,1,8,4,6,2,0,0,0,0,0,0,2
krematoorium,1,5,5,-,0,0,0,0,0,0,0,0
kreml,-,22,2,-,0,0,0,0,0,0,0,0
krevett,1,5,5,-,0,0,0,0,0,0,0,0
kribima,-,5,5,-,0,0,0,0,0,0,0,0
kriidigrafiti,2,-,-,7,1,0,0,0,0,0,0,1
kriim,1,5,5,-,0,0,0,0,0,0,0,0
kriipima,-,8,4,-,0,0,0,0,0,0,0,0
kriips,2,21,2,5,3,0,2,0,0,1,0,0
kriipsutama,-,-,-,7,1,0,0,0,0,0,1,0
kriis,3,66,1,-,0,0,0,0,0,0,0,0
kriisiolukord,3,-,-,7,1,0,0,0,0,0,0,1
kriiskama,-,10,4,-,0,0,0,0,0,0,0,0
kriit,1,-,-,2,12,10,0,2,0,0,0,0
kriitik,1,53,1,-,0,0,0,0,0,0,0,0
kriitika,3,29,2,7,1,0,0,0,0,0,1,0
kriitiline,-,22,2,7,1,0,0,0,0,0,1,0
kriitima,-,-,-,7,1,1,0,0,0,0,0,0
kriminaalasi,3,68,1,-,0,0,0,0,0,0,0,0
kriminaalkoodeks,2,9,4,-,0,0,0,0,0,0,0,0
kriminaalne,-,7,5,-,0,0,0,0,0,0,0,0
kriminaalromaan,2,-,-,6,2,0,0,2,0,0,0,0
krimka,1,-,-,6,2,0,0,2,0,0,0,0
krimpsutama,-,5,5,-,0,0,0,0,0,0,0,0
kripeldama,-,5,5,-,0,0,0,0,0,0,0,0
kristall,1,10,4,-,0,0,0,0,0,0,0,0
kristlane,2,9,4,-,0,0,0,0,0,0,0,0
kristlik,-,25,2,7,1,0,0,0,0,1,0,0
kristlus,3,10,4,-,0,0,0,0,0,0,0,0
kritiseerima,-,24,2,-,0,0,0,0,0,0,0,0
krobeline,-,5,5,6,2,0,0,0,2,0,0,0
krokodill,1,5,5,2,10,8,1,0,0,0,0,1
krooks,2,-,-,4,5,5,0,0,0,0,0,0
krooksuja,2,-,-,7,1,1,0,0,0,0,0,0
kroon,1,1299,1,1,86,13,42,7,2,4,5,13
kroonika,3,-,-,7,1,0,0,0,0,0,1,0
kroonikafilm,2,-,-,7,1,0,0,0,0,0,1,0
krooniline,-,-,-,7,1,0,0,0,0,0,0,1
kroonima,-,6,5,-,0,0,0,0,0,0,0,0
kroonine,1,38,2,-,0,0,0,0,0,0,0,0
kroonlinn,3,-,-,7,1,0,0,0,0,0,1,0
kroonprints,1,-,-,5,3,0,0,2,0,0,1,0
kroonprintsess,1,-,-,7,1,0,0,1,0,0,0,0
kross,1,11,4,-,0,0,0,0,0,0,0,0
krudin,2,-,-,7,1,0,0,0,1,0,0,0
krudisema,-,-,-,5,3,0,0,0,3,0,0,0
krudisev,-,-,-,5,3,0,0,0,3,0,0,0
krunt,1,83,1,-,0,0,0,0,0,0,0,0
kruss,2,-,-,7,1,1,0,0,0,0,0,0
kruus,1,37,2,-,0,0,0,0,0,0,0,0
kruusaauk,1,5,5,-,0,0,0,0,0,0,0,0
kruusatee,1,12,3,-,0,0,0,0,0,0,0,0
kruvikeeraja,-,10,4,-,0,0,0,0,0,0,0,0
kruvima,-,6,5,-,0,0,0,0,0,0,0,0
kräub,-,-,-,7,1,1,0,0,0,0,0,0
krõbin,2,-,-,5,3,0,0,0,3,0,0,0
krõbistaja,1,-,-,2,10,0,0,0,10,0,0,0
krõbistama,-,-,-,3,7,5,0,0,2,0,0,0
krõpsupaber,1,-,-,7,1,0,0,0,0,0,0,1
kubermang,2,-,-,6,2,0,0,2,0,0,0,0
kuberner,1,7,5,-,0,0,0,0,0,0,0,0
kubu,1,42,2,1,25,10,2,1,2,0,1,9
kude,1,11,4,-,0,0,0,0,0,0,0,0
kudrutama,-,-,-,5,3,0,3,0,0,0,0,0
kuduma,-,15,3,2,13,3,5,0,3,0,0,2
kudumine,2,-,-,7,1,0,0,0,0,0,0,1
kuhi,1,28,2,6,2,0,0,1,0,0,0,1
kuhjake,1,-,-,6,2,0,0,2,0,0,0,0
kuhjama,-,15,3,-,0,0,0,0,0,0,0,0
kuhu,-,384,1,1,145,59,16,15,16,7,25,7
kuhugi,-,151,1,3,8,3,0,3,0,0,0,2
kuhupoole,-,6,5,-,0,0,0,0,0,0,0,0
kui,-,8600,1,1,1148,196,185,188,127,121,121,210
kuid,-,2306,1,1,70,17,0,11,7,7,16,12
kuidagi,-,267,1,2,14,0,0,0,3,0,3,8
kuidas,-,1200,1,1,448,67,60,65,66,49,69,72
kuigi,-,591,1,2,22,3,1,3,0,1,7,7
kuigivõrd,-,26,2,-,0,0,0,0,0,0,0,0
kuiv,-,78,1,2,18,8,2,1,2,1,0,4
kuivama,-,57,1,6,2,0,0,1,0,0,0,1
kuivastus,-,-,-,4,5,0,5,0,0,0,0,0
kuivatama,-,26,2,5,3,0,0,0,1,0,1,1
kuivav,-,5,5,-,0,0,0,0,0,0,0,0
kuivem,-,7,5,7,1,0,0,0,1,0,0,0
kuivtoit,1,-,-,7,1,0,0,0,0,0,0,1
kuivõrd,-,61,1,-,0,0,0,0,0,0,0,0
kuju,2,121,1,1,45,0,1,7,9,3,13,12
kujuke,1,-,-,6,2,0,0,0,0,0,0,2
kujuline,-,-,-,7,1,0,0,0,0,0,1,0
kujund,2,18,3,4,5,0,5,0,0,0,0,0
kujundama,-,59,1,2,13,0,1,0,3,2,3,4
kujundamine,2,16,3,-,0,0,0,0,0,0,0,0
kujundus,2,9,4,-,0,0,0,0,0,0,0,0
kujunema,-,142,1,-,0,0,0,0,0,0,0,0
kujunemine,2,15,3,-,0,0,0,0,0,0,0,0
kujutama,-,148,1,1,27,0,0,2,9,2,5,9
kujutamine,2,8,4,-,0,0,0,0,0,0,0,0
kujutatu,3,-,-,5,3,0,0,1,0,0,2,0
kujutav,-,8,4,-,0,0,0,0,0,0,0,0
kujuteldav,-,8,4,-,0,0,0,0,0,0,0,0
kujutis,2,9,4,-,0,0,0,0,0,0,0,0
kujutlema,-,41,2,7,1,0,0,0,0,0,1,0
kujutletav,-,5,5,7,1,0,0,1,0,0,0,0
kujutlus,3,49,2,-,0,0,0,0,0,0,0,0
kujutluspilt,-,10,4,-,0,0,0,0,0,0,0,0
kujutlusvõime,-,8,4,-,0,0,0,0,0,0,0,0
kukal,1,38,2,7,1,0,0,0,0,0,0,1
kukeke,1,-,-,7,1,1,0,0,0,0,0,0
kukeleegu,-,-,-,4,4,4,0,0,0,0,0,0
kukerpall,2,-,-,7,1,0,0,0,0,0,0,1
kukeseen,1,-,-,6,2,0,0,0,0,0,2,0
kukil,-,5,5,7,1,1,0,0,0,0,0,0
kukk,1,46,2,2,17,17,0,0,0,0,0,0
kukkel,1,-,-,3,8,8,0,0,0,0,0,0
kukkuma,-,209,1,1,35,17,0,2,8,0,3,5
kukkumine,2,21,2,4,5,0,0,0,0,0,5,0
kuklajoon,2,-,-,7,1,0,0,0,0,0,0,1
kuklane,1,-,-,4,5,0,0,0,5,0,0,0
kuklasepesa,1,-,-,7,1,0,0,0,1,0,0,0
kuku,-,-,-,4,4,2,0,0,1,1,0,0
kukutama,-,24,2,-,0,0,0,0,0,0,0,0
kuld,1,69,1,2,16,3,2,3,0,3,5,0
kuldama,-,7,5,-,0,0,0,0,0,0,0,0
kuldkuppel,1,-,-,7,1,0,0,1,0,0,0,0
kuldmedal,1,-,-,4,4,0,0,0,0,3,0,1
kuldne,-,54,1,4,4,0,0,4,0,0,0,0
kuldnokk,1,5,5,2,18,10,8,0,0,0,0,0
kuldraha,1,-,-,7,1,0,0,0,1,0,0,0
kuldtassitäis,2,-,-,7,1,0,0,0,0,1,0,0
kulg,2,55,1,6,2,0,0,0,0,0,1,1
kulgema,-,48,2,7,1,0,0,0,0,1,0,0
kulgemine,3,9,4,-,0,0,0,0,0,0,0,0
kulgev,-,11,4,-,0,0,0,0,0,0,0,0
kull,1,19,3,2,13,12,1,0,0,0,0,0
kullake,3,-,-,3,6,0,0,0,0,6,0,0
kullaliiv,1,-,-,5,3,0,0,0,3,0,0,0
kuller,-,24,2,-,0,0,0,0,0,0,0,0
kullerkupp,1,7,5,4,4,1,0,0,0,3,0,0
kulm,1,50,2,7,1,0,0,0,0,0,0,1
kulp,1,9,4,6,2,0,1,0,0,0,0,1
kultuur,3,162,1,2,13,0,0,0,0,1,5,7
kultuurielamus,3,-,-,7,1,0,0,0,0,1,0,0
kultuurielu,3,8,4,-,0,0,0,0,0,0,0,0
kultuurikeskus,1,26,2,-,0,0,0,0,0,0,0,0
kultuurilugu,3,6,5,-,0,0,0,0,0,0,0,0
kultuurimaja,1,24,2,7,1,0,0,0,0,0,0,1
kultuuriministeerium,2,35,2,-,0,0,0,0,0,0,0,0
kultuuriminister,1,27,2,-,0,0,0,0,0,0,0,0
kultuuriosakond,2,13,3,-,0,0,0,0,0,0,0,0
kultuurisündmus,2,5,5,-,0,0,0,0,0,0,0,0
kultuuriüritus,2,5,5,-,0,0,0,0,0,0,0,0
kultuurne,-,7,5,-,0,0,0,0,0,0,0,0
kulu,3,46,2,7,1,0,0,0,0,0,0,1
kulukas,-,15,3,6,2,0,0,0,0,0,0,2
kulul,-,8,4,-,0,0,0,0,0,0,0,0
kuluma,-,181,1,2,12,0,2,2,0,1,0,7
kulutama,-,98,1,2,22,0,0,1,0,3,4,14
kulutamine,2,9,4,6,2,0,0,0,0,0,0,2
kulutus,3,52,2,-,0,0,0,0,0,0,0,0
kuma,2,22,2,-,0,0,0,0,0,0,0,0
kumama,-,18,3,-,0,0,0,0,0,0,0,0
kumb,-,42,2,1,26,0,3,2,1,5,6,9
kumbki,-,91,1,2,10,1,3,1,0,0,3,2
kumm,1,20,3,2,13,13,0,0,0,0,0,0
kummaline,-,101,1,2,11,0,0,0,1,1,8,1
kummaliselt,-,15,3,-,0,0,0,0,0,0,0,0
kummalisem,-,-,-,6,2,0,0,0,0,1,0,1
kummardama,-,29,2,7,1,0,0,0,0,0,1,0
kummardus,2,7,5,7,1,0,0,0,0,0,1,0
kummatigi,-,6,5,-,0,0,0,0,0,0,0,0
kummel,1,-,-,5,3,0,3,0,0,0,0,0
kummik,1,10,4,1,26,16,1,1,0,0,0,8
kummikott,1,-,-,7,1,0,1,0,0,0,0,0
kummima,-,-,-,7,1,1,0,0,0,0,0,0
kummipaat,1,6,5,-,0,0,0,0,0,0,0,0
kummitama,-,16,3,-,0,0,0,0,0,0,0,0
kummitus,2,9,4,5,3,0,0,2,1,0,0,0
kummituslik,-,-,-,7,1,0,0,0,0,0,1,0
kummuli,-,13,3,-,0,0,0,0,0,0,0,0
kummutama,-,8,4,-,0,0,0,0,0,0,0,0
kuna,-,370,1,1,33,2,0,3,0,7,11,10
kunagi,-,537,1,1,52,7,2,7,6,9,8,13
kunagine,-,84,1,-,0,0,0,0,0,0,0,0
kunas,-,7,5,-,0,0,0,0,0,0,0,0
kunde,1,6,5,-,0,0,0,0,0,0,0,0
kuni,-,709,1,1,43,6,6,4,2,5,12,8
kuninganna,1,20,3,2,15,0,0,10,2,1,0,2
kuningapaar,1,-,-,6,2,0,0,0,0,0,0,2
kuningapere,1,-,-,6,2,0,0,2,0,0,0,0
kuningapoeg,1,-,-,5,3,0,0,0,3,0,0,0
kuningas,1,112,1,2,21,1,1,8,3,2,6,0
kuningatütar,1,-,-,7,1,0,0,0,1,0,0,0
kuninglik,-,20,3,7,1,0,0,0,0,1,0,0
kuningriik,2,17,3,3,9,0,0,7,0,0,2,0
kunst,3,140,1,2,10,1,2,4,0,2,0,1
kunstielu,3,8,4,-,0,0,0,0,0,0,0,0
kunstikogu,1,6,5,-,0,0,0,0,0,0,0,0
kunstikool,2,16,3,-,0,0,0,0,0,0,0,0
kunstikriitik,1,5,5,-,0,0,0,0,0,0,0,0
kunstiline,-,15,3,-,0,0,0,0,0,0,0,0
kunstimuuseum,1,45,2,-,0,0,0,0,0,0,0,0
kunstinäitus,1,-,-,7,1,0,0,0,0,1,0,0
kunstiring,2,-,-,7,1,0,1,0,0,0,0,0
kunstiteadlane,1,6,5,-,0,0,0,0,0,0,0,0
kunstiteos,2,12,3,5,3,0,0,1,2,0,0,0
kunstitund,2,-,-,7,1,0,1,0,0,0,0,0
kunstiõpetus,2,-,-,6,2,0,1,0,0,0,0,1
kunstkiud,1,-,-,5,3,0,0,0,0,0,0,3
kunstlik,-,16,3,-,0,0,0,0,0,0,0,0
kunstnik,1,168,1,1,23,0,0,5,9,2,6,1
kunstnikutöö,3,-,-,7,1,0,0,0,0,1,0,0
kunstripse,1,-,-,7,1,0,0,0,0,0,1,0
kupatama,-,6,5,-,0,0,0,0,0,0,0,0
kupee,1,-,-,5,3,0,0,0,3,0,0,0
kupeekaaslane,1,-,-,7,1,0,0,0,1,0,0,0
kuppee,-,-,-,7,1,0,0,0,1,0,0,0
kuppel,1,9,4,5,3,0,0,3,0,0,0,0
kupüür,1,7,5,-,0,0,0,0,0,0,0,0
kuradisaar,1,-,-,6,2,0,0,0,0,0,2,0
kurat,3,116,1,6,2,0,0,0,1,0,0,1
kurb,-,92,1,1,23,5,1,14,2,0,0,1
kurbus,3,16,3,-,0,0,0,0,0,0,0,0
kurd,1,20,3,-,0,0,0,0,0,0,0,0
kuremari,1,-,-,6,2,2,0,0,0,0,0,0
kuremägi,1,-,-,7,1,0,0,0,0,0,0,1
kurepesa,1,-,-,7,1,0,0,0,0,0,0,1
kurg,1,11,4,3,9,1,6,1,1,0,0,0
kurgisalat,1,-,-,4,5,5,0,0,0,0,0,0
kuri,-,89,1,1,28,15,0,2,5,1,2,3
kuristik,1,17,3,-,0,0,0,0,0,0,0,0
kuritegelik,-,14,3,-,0,0,0,0,0,0,0,0
kuritegevus,3,30,2,7,1,0,0,0,0,1,0,0
kuritegu,2,73,1,7,1,0,0,1,0,0,0,0
kuritöö,2,5,5,-,0,0,0,0,0,0,0,0
kurjategija,1,77,1,4,4,0,2,0,2,0,0,0
kurjem,-,-,-,7,1,0,0,0,1,0,0,0
kurjus,3,8,4,7,1,0,0,0,1,0,0,0
kurjustama,-,6,5,-,0,0,0,0,0,0,0,0
kurk,1,49,2,2,13,10,1,2,0,0,0,0
kurnama,-,17,3,-,0,0,0,0,0,0,0,0
kursant,-,6,5,-,0,0,0,0,0,0,0,0
kursiivkiri,2,-,-,6,2,0,0,0,0,0,0,2
kurss,3,87,1,5,3,0,0,0,0,0,0,3
kursus,2,37,2,4,4,0,0,0,0,0,0,4
kurt,2,23,2,4,5,5,0,0,0,0,0,0
kurtma,-,57,1,3,9,3,0,1,0,0,4,1
kurtmine,2,5,5,-,0,0,0,0,0,0,0,0
kurv,1,28,2,6,2,2,0,0,0,0,0,0
kurvalt,-,11,4,4,4,3,0,0,0,0,1,0
kurvastama,-,8,4,3,8,0,0,5,0,0,0,3
kurvem,-,-,-,7,1,0,0,1,0,0,0,0
kus,-,1483,1,1,463,145,58,54,56,41,53,56
kusagil,-,123,1,5,3,0,0,0,0,0,0,3
kusagile,-,17,3,3,7,0,0,0,0,1,5,1
kusagilt,-,53,1,7,1,0,0,0,0,0,1,0
kusi,1,8,4,3,8,0,0,1,1,0,0,6
kusjuures,-,60,1,-,0,0,0,0,0,0,0,0
kuskil,-,77,1,3,6,1,1,1,1,0,0,2
kuskile,-,23,2,-,0,0,0,0,0,0,0,0
kuskilt,-,52,2,4,4,0,0,0,1,1,0,2
kust,-,320,1,1,67,6,8,8,16,6,14,9
kustpoolt,-,-,-,7,1,0,0,0,0,1,0,0
kustuma,-,50,2,5,3,0,0,0,3,0,0,0
kustutama,-,50,2,2,14,1,0,1,4,0,1,7
kustutamine,2,-,-,6,2,0,0,0,0,0,0,2
kustutuskumm,1,-,-,6,2,0,0,0,0,0,0,2
kustutuskummi,1,-,-,6,2,1,0,0,0,0,0,1
kuts,1,-,-,7,1,0,0,0,0,1,0,0
kutsar,1,11,4,-,0,0,0,0,0,0,0,0
kutse,2,47,2,3,9,0,2,0,0,6,0,1
kutsekaart,1,-,-,4,5,5,0,0,0,0,0,0
kutsekool,1,7,5,5,3,0,0,0,0,0,0,3
kutseline,-,6,5,-,0,0,0,0,0,0,0,0
kutsikas,1,22,2,2,14,9,3,2,0,0,0,0
kutsu,1,13,3,2,12,10,0,0,0,0,0,2
kutsuma,-,443,1,1,59,18,3,8,8,4,9,9
kutsumine,2,5,5,-,0,0,0,0,0,0,0,0
kutsumus,3,7,5,-,0,0,0,0,0,0,0,0
kutsutu,1,13,3,-,0,0,0,0,0,0,0,0
kutsuv,-,8,4,-,0,0,0,0,0,0,0,0
kutt,-,15,3,-,0,0,0,0,0,0,0,0
kuu,3,603,1,1,93,27,18,3,4,11,9,21
kuub,1,73,1,2,19,8,4,1,0,0,4,2
kuueaastane,-,7,5,7,1,0,0,1,0,0,0,0
kuuekümnes,-,10,4,-,0,0,0,0,0,0,0,0
kuuendaks,-,-,-,7,1,0,0,1,0,0,0,0
kuuendik,2,-,-,7,1,0,0,0,1,0,0,0
kuuene,-,6,5,-,0,0,0,0,0,0,0,0
kuues,-,30,2,2,11,2,3,3,0,0,0,3
kuueteistaastane,-,-,-,7,1,0,1,0,0,0,0,0
kuueteistkümnes,-,-,-,6,2,0,1,1,0,0,0,0
kuukaart,1,-,-,5,3,0,1,0,0,1,0,1
kuukalender,1,-,-,6,2,0,0,0,0,2,0,0
kuukel,-,-,-,7,1,1,0,0,0,0,0,0
kuul,1,42,2,4,4,3,0,0,0,0,0,1
kuulaja,1,38,2,3,6,0,0,0,1,0,1,4
kuulama,-,333,1,1,479,260,48,27,40,25,48,31
kuulamine,2,16,3,1,188,0,48,24,44,20,26,26
kuulamiseelne,-,-,-,7,1,0,0,0,1,0,0,0
kuulamistekst,2,-,-,5,3,0,0,0,0,1,2,0
kuulatama,-,-,-,7,1,0,0,0,1,0,0,0
kuuld,1,9,4,7,1,0,0,1,0,0,0,0
kuuldav,-,18,3,-,0,0,0,0,0,0,0,0
kuuldavalt,-,10,4,-,0,0,0,0,0,0,0,0
kuuldavasti,-,18,3,-,0,0,0,0,0,0,0,0
kuuldemäng,2,-,-,7,1,1,0,0,0,0,0,0
kuuldu,2,11,4,2,15,0,0,4,5,0,3,3
kuulduma,-,16,3,-,0,0,0,0,0,0,0,0
kuuldus,2,15,3,7,1,0,0,0,0,1,0,0
kuule,1,13,3,6,2,2,0,0,0,0,0,0
kuuletuma,-,6,5,-,0,0,0,0,0,0,0,0
kuulipilduja,1,8,4,5,3,0,3,0,0,0,0,0
kuulma,-,669,1,1,113,25,12,7,30,10,14,15
kuulmine,2,9,4,5,3,1,0,0,2,0,0,0
kuulsaim,-,-,-,7,1,0,0,0,0,0,1,0
kuulsam,-,-,-,3,7,0,0,3,1,0,3,0
kuulsus,3,50,2,5,3,0,0,1,0,1,1,0
kuulujutt,2,13,3,-,0,0,0,0,0,0,0,0
kuuluma,-,402,1,1,33,2,3,8,2,3,4,11
kuulumine,3,14,3,-,0,0,0,0,0,0,0,0
kuulus,-,66,1,2,22,0,1,4,5,0,8,4
kuulutama,-,136,1,3,9,5,0,0,0,2,2,0
kuulutamine,2,14,3,-,0,0,0,0,0,0,0,0
kuulutus,2,19,3,1,46,2,4,9,0,10,6,15
kuuluv,-,92,1,7,1,0,0,0,0,0,0,1
kuuluvus,3,6,5,6,2,0,0,1,0,0,1,0
kuum,-,105,1,1,26,4,3,0,1,7,2,9
kuumama,-,5,5,-,0,0,0,0,0,0,0,0
kuumarabandus,2,-,-,6,2,0,0,0,0,0,0,2
kuumarekord,3,-,-,6,2,0,0,0,0,0,0,2
kuumem,-,-,-,7,1,0,0,0,0,1,0,0
kuumenema,-,-,-,6,2,0,0,0,0,1,0,1
kuumus,2,28,2,7,1,0,0,0,0,1,0,0
kuumutama,-,-,-,4,5,0,0,0,4,1,0,0
kuumutamine,2,-,-,7,1,0,0,0,0,1,0,0
kuune,-,10,4,4,4,3,0,1,0,0,0,0
kuunimetus,3,-,-,7,1,0,1,0,0,0,0,0
kuupilet,1,-,-,7,1,0,0,0,0,0,0,1
kuupäev,3,27,2,1,25,0,11,1,7,2,0,4
kuur,1,14,3,5,3,2,0,0,0,0,1,0
kuus,-,167,1,1,43,22,8,3,4,3,0,3
kuus-seitse,-,6,5,-,0,0,0,0,0,0,0,0
kuusekäbi,1,-,-,7,1,0,0,1,0,0,0,0
kuuseoks,1,13,3,-,0,0,0,0,0,0,0,0
kuusepuu,1,-,-,4,5,5,0,0,0,0,0,0
kuusik,1,16,3,7,1,0,0,0,0,0,0,1
kuusk,1,67,1,1,26,23,0,0,2,1,0,0
kuuskümmend,-,24,2,2,10,5,5,0,0,0,0,0
kuussada,-,-,-,6,2,0,2,0,0,0,0,0
kuusteist,-,8,4,3,6,5,0,1,0,0,0,0
kuut,1,14,3,2,10,8,0,2,0,0,0,0
kuuvalge,-,7,5,-,0,0,0,0,0,0,0,0
kuuvalgus,2,-,-,7,1,0,0,0,0,0,1,0
kvaak,-,-,-,5,3,3,0,0,0,0,0,0
kvalifikatsioon,3,11,4,-,0,0,0,0,0,0,0,0
kvaliteet,3,54,1,7,1,0,0,0,1,0,0,0
kvaliteetne,-,19,3,5,3,0,0,0,0,0,1,2
kvaliteetsem,-,-,-,7,1,0,0,0,0,0,0,1
kvantiteet,3,5,5,-,0,0,0,0,0,0,0,0
kvartal,1,39,2,-,0,0,0,0,0,0,0,0
kvartalipilet,3,-,-,7,1,0,0,0,0,0,0,1
käed-jalg,-,-,-,5,3,0,3,0,0,0,0,0
käedetail,1,-,-,7,1,0,0,0,0,0,0,1
käegakatsutav,-,8,4,-,0,0,0,0,0,0,0,0
käekell,1,9,4,4,4,3,0,0,0,1,0,0
käekiri,2,16,3,7,1,0,1,0,0,0,0,0
käekott,-,16,3,-,0,0,0,0,0,0,0,0
käekäik,3,15,3,7,1,0,0,0,0,1,0,0
käeluu,1,-,-,7,1,0,0,1,0,0,0,0
käemäng,2,-,-,7,1,1,0,0,0,0,0,0
käepigistus,2,-,-,6,2,0,0,0,0,0,2,0
käepärane,-,10,4,-,0,0,0,0,0,0,0,0
käeraud,1,-,-,7,1,0,0,0,1,0,0,0
käes,-,102,1,2,10,2,2,0,1,0,0,5
käes.matkakott,1,-,-,7,1,0,0,0,1,0,0,0
käesolev,-,40,2,5,3,0,0,0,0,3,0,0
käest,-,121,1,2,15,0,0,1,1,3,3,7
käeulatus,2,12,3,7,1,0,0,0,0,1,0,0
kägaras,-,5,5,-,0,0,0,0,0,0,0,0
kägistama,-,6,5,-,0,0,0,0,0,0,0,0
kägu,1,10,4,7,1,0,1,0,0,0,0,0
kähe,-,8,4,-,0,0,0,0,0,0,0,0
kähku,-,33,2,5,3,3,0,0,0,0,0,0
kährik,1,-,-,7,1,0,1,0,0,0,0,0
käi,1,-,-,2,16,12,2,0,1,0,0,1
käiama,-,-,-,7,1,0,0,1,0,0,0,0
käibel,-,6,5,-,0,0,0,0,0,0,0,0
käigus,-,74,1,4,4,0,1,0,1,1,0,1
käiguvahetaja,1,-,-,7,1,0,0,0,0,0,0,1
käik,2,123,1,4,5,0,1,0,1,3,0,0
käim,-,-,-,3,6,0,1,0,1,2,0,2
käima,-,1242,1,1,473,165,52,49,49,24,48,86
käimine,2,23,2,3,8,0,1,3,0,1,0,3
käind,-,-,-,7,1,1,0,0,0,0,0,0
käis,1,20,3,7,1,0,0,1,0,0,0,0
käitama,-,-,-,7,1,0,0,1,0,0,0,0
käituma,-,82,1,1,26,6,2,3,3,4,5,3
käitumine,2,89,1,1,26,0,0,1,7,1,5,12
käitumishinne,3,-,-,5,3,0,0,0,0,0,0,3
käitumiskomme,3,-,-,7,1,0,0,0,0,0,1,0
käitumisreegel,3,-,-,5,3,0,0,0,1,0,2,0
käitumisviis,3,-,-,7,1,0,0,0,0,0,0,1
käitumisõpik,1,-,-,7,1,0,0,1,0,0,0,0
käiv,-,19,3,5,3,0,0,0,0,0,0,3
käive,3,62,1,-,0,0,0,0,0,0,0,0
käivitama,-,24,2,6,2,0,0,0,0,2,0,0
käivitamine,2,-,-,7,1,0,0,0,0,0,0,1
käivituma,-,14,3,-,0,0,0,0,0,0,0,0
käkk,1,-,-,6,2,0,0,0,0,0,0,2
kämping,1,7,5,7,1,0,0,0,0,0,0,1
känd,1,20,3,6,2,0,1,0,1,0,0,0
känguru,1,-,-,6,2,0,0,0,2,0,0,0
kängurupoeg,1,-,-,7,1,0,0,0,0,0,0,1
käokell,1,-,-,7,1,0,0,0,0,1,0,0
käpp,1,18,3,2,20,19,1,0,0,0,0,0
käpuli,-,-,-,4,4,0,3,0,1,0,0,0
käputäis,-,5,5,-,0,0,0,0,0,0,0,0
kära,2,13,3,-,0,0,0,0,0,0,0,0
kärakas,-,5,5,-,0,0,0,0,0,0,0,0
kärarikas,-,-,-,7,1,0,0,1,0,0,0,0
käratama,-,23,2,-,0,0,0,0,0,0,0,0
kärbe,3,5,5,-,0,0,0,0,0,0,0,0
kärbes,1,23,2,2,15,2,6,2,1,4,0,0
kärbseseen,1,-,-,5,3,0,0,3,0,0,0,0
kärgatama,-,7,5,-,0,0,0,0,0,0,0,0
käristama,-,12,3,-,0,0,0,0,0,0,0,0
kärmas,-,13,3,4,5,5,0,0,0,0,0,0
kärme,-,7,5,7,1,1,0,0,0,0,0,0
kärmelt,-,-,-,7,1,0,0,0,1,0,0,0
kärmem,-,-,-,7,1,1,0,0,0,0,0,0
kärnane,-,7,5,-,0,0,0,0,0,0,0,0
kärner,1,9,4,-,0,0,0,0,0,0,0,0
kärpima,-,25,2,6,2,0,2,0,0,0,0,0
kärsitu,-,11,4,-,0,0,0,0,0,0,0,0
kärts-kärr,-,-,-,7,1,1,0,0,0,0,0,0
käru,1,18,3,1,32,32,0,0,0,0,0,0
käsi,1,1408,1,1,228,113,24,12,27,9,13,30
käsikaudu,-,-,-,5,3,0,0,0,3,0,0,0
käsikiri,1,14,3,6,2,0,0,0,0,2,0,0
käsikäsi,-,8,4,-,0,0,0,0,0,0,0,0
käsil,-,15,3,-,0,0,0,0,0,0,0,0
käsile,-,8,4,-,0,0,0,0,0,0,0,0
käsimumus,-,-,-,7,1,0,0,0,1,0,0,0
käsiraamat,1,6,5,-,0,0,0,0,0,0,0,0
käsitlema,-,60,1,-,0,0,0,0,0,0,0,0
käsitlev,-,13,3,-,0,0,0,0,0,0,0,0
käsitlus,3,11,4,-,0,0,0,0,0,0,0,0
käsitsi,-,7,5,4,4,0,0,0,3,1,0,0
käsitöö,1,13,3,2,14,5,3,1,2,0,2,1
käsitöömeister,1,-,-,7,1,0,0,0,0,0,0,1
käsitööturg,2,-,-,7,1,0,0,0,0,0,0,1
käsivars,1,25,2,6,2,0,0,0,0,0,0,2
käsk,3,94,1,1,32,1,29,1,0,1,0,0
käskima,-,79,1,2,11,0,6,2,0,0,1,2
käskiv,-,-,-,2,12,0,0,0,5,3,1,3
käskkiri,1,18,3,-,0,0,0,0,0,0,0,0
käsklause,3,-,-,4,5,0,4,1,0,0,0,0
käsklus,3,-,-,7,1,0,1,0,0,0,0,0
käsn,1,5,5,-,0,0,0,0,0,0,0,0
käsud-keeld,-,-,-,7,1,0,1,0,0,0,0,0
käsutama,-,21,2,7,1,0,0,0,1,0,0,0
käsutus,3,27,2,-,0,0,0,0,0,0,0,0
kätekõverdus,-,-,-,6,2,0,0,0,0,0,0,2
käterätt,-,7,5,7,1,0,0,0,0,0,1,0
kätetöö,3,6,5,-,0,0,0,0,0,0,0,0
kätkema,-,8,4,-,0,0,0,0,0,0,0,0
kätlema,-,-,-,4,5,0,0,0,0,0,5,0
kätlemine,2,-,-,4,4,0,0,0,0,0,4,0
